English word,Greek words,Synsets
Legate,"πρεσβευτής, πρέσβεις, ὕπαρχος, πρέσβυς",a member of a legation
Legatee,κληρονόμος,someone to whom a legacy is bequeathed
Legend,"μυθολόγος, μυθοποιός, μυθολόγημα, μυθολογία, φήμη, λόγος, μυθολογεῖν, μῦθος, αἶνος",a story about mythical or supernatural beings or events
,,brief description accompanying an illustration
Legendary,"μυθικός, μυθώδης",so celebrated as to having taken on the nature of a legend
,,celebrated in fable or legend
Legerdemain,"θαυματοποιία, γοητεία",an illusory feat; considered magical by naive observers
Legion,"τάγμα, τέλος",archaic terms for army
,,association of ex-servicemen
,,a large military unit
,,a vast multitude
,,amounting to a large indefinite number
Legislate,"θεσμοποιεῖν, νομοθετεῖν","make laws, bills, etc. or bring into effect by legislation"
Legislation,"νομοθεσία, νόμοι",law enacted by a legislative body
,,the act of making or enacting laws
Legislative,νομοθετικός,relating to a legislature or composed of members of a legislature
,,of or relating to or created by legislation
Legislator,νομοθέτης,someone who makes or enacts laws
Legitimate,"γνήσιος, εἰκώς, εὔλογος, ἰθαγενής, νόμιμος, ἔννομος",make legal
,,show or affirm to be just and legitimate
,,make (an illegitimate child) legitimate; declare the legitimacy of (someone)
,,of marriages and offspring; recognized as lawful
,,based on known statements or events or conditions
,,in accordance with recognized or accepted standards or principles
,,"authorized, sanctioned by, or in accordance with law"
Legitimately,"νομίμως, εὐλόγως, εἰκότως, ἐννόμως, γνησίως",in a manner acceptable to common custom
,,in a lawfully recognized manner
Leisure,"ἀργία, ῥᾳθυμία, ῥᾳθυμεῖν, ἥσυχος, ἡσυχία, ἀργεῖν, σχολάζειν, ἀργός, σχολῇ, ῥᾳστώνη, σχολή",time available for ease and relaxation
,,freedom to choose a pastime or enjoyable activity
Leisurely,"βραδύς, σχολαῖος",not hurried or forced
,,in an unhurried way or at one's convenience
Lend,"πορίζειν, παρέχειν, δανείζειν, ἐνδιδόναι, κιχράναι",bestow a quality on
,,give temporarily; let have for a limited time
,,have certain characteristics of qualities for something; be open or vulnerable to
Lender,δανειστής,someone who lends money or gives credit in business matters
Lending,δανεισμός,disposing of money or property with the expectation that the same thing (or an equivalent) will be returned
,,bestow a quality on
,,give temporarily; let have for a limited time
,,have certain characteristics of qualities for something; be open or vulnerable to
Length,"μακρηγορεῖν, μῆκος, μακρολογεῖν, πλῆθος, μέτρον, ὕπτιος",the linear extent in space from one end to the other; the longest dimension of something that is fixed in place
,,continuance in time
,,the property of being the extent of something from beginning to end
,,size of the gap between two places
,,a section of something that is long and narrow
Lengthen,μηκύνειν,make longer
,,become long or longer
Lengthy,μακρός,relatively long in duration; tediously protracted
Lenient,"μέτριος, συγγνώμων, πρευμενής, ἐπιεικής, φιλάνθρωπος, ἥμερος, πρᾶος, ἤπιος",tolerant or lenient
,,not strict
,,characterized by tolerance and mercy
Leniently,"φιλανθρώπως, ἐπιεικῶς, μετρίως, ἠπίως, πράως, πρευμενῶς, εὐφρόνως",in a permissively lenient manner
Lenity,"ἐπιείκεια, μετριότης, πραότης, πρευμένεια, φιλανθρωπία",mercifulness as a consequence of being lenient or tolerant
Lentil,"φακῆ, φακός",round flat seed of the lentil plant used for food
,,the fruit or seed of a lentil plant
,,widely cultivated Eurasian annual herb grown for its edible flattened seeds that are cooked like peas and also ground into meal and for its leafy stalks that are used as fodder
Leopard,πάρδαλις,the pelt of a leopard
,,large feline of African and Asian forests usually having a tawny coat with black spots
Leprosy,λειχῆνες,chronic granulomatous communicable disease occurring in tropical and subtropical regions; characterized by inflamed nodules beneath the skin and wasting of body parts; caused by the bacillus Mycobacterium leprae
Less,"μεῖον, ἔλασσον, ἧσσον",(comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree
,,(usually preceded by `no') lower in quality
,,(nonstandard in some uses but often idiomatic with measure phrases) fewer
,,used to form the comparative of some adjectives and adverbs
,,comparative of little
Lessen,"ἐλασσοῦσθαι, ἐλασσοῦν, διασύρειν, μειοῦσθαι, διαβάλλειν, μειοῦν","decrease in size, extent, or range"
,,make smaller
,,wear off or die down
Lesson,"παράδειγμα, ἐπίδειξις, ῥυθμίζειν, διδασκαλία, σωφρονίζειν, μάθημα",a unit of instruction
,,punishment intended as a warning to others
,,the significance of a story or event
,,a task assigned for individual study
Let,"μεθιέναι, ἐπεισφρεῖν, καθιέναι, εἰσάγειν, ἐκδιδόναι, λύειν, εἰσφρεῖν, εἰσδέχεσθαι, ἀνιέναι, προσδέχεσθαι, περιορᾶν, ἐκμισθοῦν, εἰσιέναι, μισθοῦν, ἔασον, ἴτω, προσίεσθαι, ἀποπέμπειν, μεθίεσθαι, ἀποφεύγειν, ἐᾶν, διιέναι, παραδέχεσθαι, ἐκφέρειν, ἔα, μισθοφορεῖν, ἀπομισθοῦν, διαφρεῖν, ἀφιέναι, ἐξιέναι, ἀπολύειν, ἐξανιέναι, μηνύειν, συγγιγνώσκειν, παρεισδέχεσθαι, παριέναι, φεύγειν, ἐκλύειν, ἀφίεσθαι",a brutal terrorist group active in Kashmir; fights against India with the goal of restoring Islamic rule of India
,,a serve that strikes the net before falling into the receiver's court; the ball must be served again
,,make it possible through a specific action or lack of action for something to happen
,,actively cause something to happen
,,"consent to, give permission"
,,cause to move; cause to be in a certain position or condition
,,leave unchanged
,,grant use or occupation of under a term of contract
Lethargic,"ῥᾴθυμος, ἀργός, ἀπρόθυμος, βραδύς",deficient in alertness or activity
Lethargically,"ἀργῶς, βραδέως, ἀπροθύμως",without energy; in a lethargic manner
Lethargy,"ἀργία, ῥᾳθυμία, νάρκη, κόπος, ῥᾳστώνη",a state of comatose torpor (as found in sleeping sickness)
,,weakness characterized by a lack of vitality or energy
,,inactivity; showing an unusual lack of energy
Letter,"τά, δέλτος, μουσική, ἄκυρος, ἕωλος, ἐπιστολή, γραφή, γράμματα, πίναξ, σαπρός",a written message addressed to a person or organization
,,the conventional characters of the alphabet used to represent speech
,,owner who lets another person use something (housing usually) for hire
,,a strictly literal interpretation (as distinct from the intention)
,,an award earned by participation in a school sport
,,win an athletic letter
